US390994722,17944592,14.09.2022,US,DEVICE AND SYSTEM FOR PASSIVE CLINICAL ASSESSMENT,"<p id=""p-0001"" num=""0000"">A device for gathering vital sign and other heath indicator data. The device is constructed to register with a person’s anatomical structure in a predictable fashion, and to include integrated sensors positioned to register with specific anatomical portions of the person. Accordingly, relevant data and assessment may be performed passively, e.g., during physical contact/engagement of the patient with the sensors of the device, which may be for, example, a chair or other piece of furniture in which the patient may sit. The device may analyze gathered sensor data and draw clinical assessment conclusions. Data analysis may be done at the device, or remotely. Vital sign/data and/or assessment conclusions may be displayed to the caregiver only, e.g., via a display device or via an EHR or other computing system receiving data from the device. A separate display screen may display information to the patient for entertainment or instructive purposes.</p>",G16H 40/67; G16H 40/40; A61B 5/0205; A61B 5/022; A61B 5/08; A61B 5/308; A61B 5/00
US442746627,17186529,26.02.2021,US,Systems and methods for predictive and automated and centralized real-time event detection and communication,"<p id=""p-0001"" num=""0000"">Systems and methods for implementing a healthcare command center in a healthcare venue such as a hospital are disclosed. A healthcare command center may provide a number of services to the healthcare venue or to a healthcare system, such as a system including multiple healthcare venues. Services may be selected according to the needs and capacity of a healthcare venue or system. A healthcare command center may provide all available services and tools to a healthcare venue or system. Services and tools may span a continuum of care from community health to preventative health to acute care to post-acute care to reintegration of patients back into the community.</p>",G16H 40/20; G06Q 10/04; G06Q 10/0631; G06Q 10/0637; G06Q 10/083; G16H 80/00
US375118379,17655902,22.03.2022,US,PHOTOPLETHYSMOGRAPHY DERIVED BLOOD PRESSURE MEASUREMENT CAPABILITY,"<p id=""p-0001"" num=""0000"">A photoplethysmography (PPG) signal is used together with a neural network processing model to obtain convenient, timely, and reliable blood pressure measurements. The method, system, and device manifestation of the invention generally involves development of a neural network model for deriving blood pressure from a PPG signal and deployment of the model as blood pressure measurement capability. Development (<b>500</b>) of the neural network model includes: data capture (<b>502</b> and <b>504</b>) involving both PPG signal data and “ground truth” blood pressure data, optionally with subject demographic and health data (<b>506</b>); data processing (<b>508</b>); neural network model development (<b>510</b>); and neural network model validation (<b>512</b>). The neural network model can then be deployed as a blood pressure measurement capability for intermittent or continuous blood pressure measurement.</p>",A61B 5/022; A61B 5/024; A61B 5/00; A61B 5/0215; A61B 5/1455
US448393526,18930520,29.10.2024,US,SYSTEM AND METHOD FOR ARTIFICIAL INTELLIGENCE-BASED DIAGNOSTIC AND/OR TREATMENT GUIDANCE FOR PATIENTS,"<p id=""p-0001"" num=""0000"">A system and method provide artificial intelligence (AI)-based diagnostic guidance for a patient. The system receives captured radiological scan images of the patient, and input components such as results of physical examination of the patient and laboratory data of the patient. The system provides patient imaging information based on the recognized patterns of the received radiological scan images and the three-dimensional reconstructed scans, identifies problems based on predetermined AI criteria and deep-learning based on patient-specific patterns, responses, and the input components, determines risk factors of the patient which cause heath issues, provides probability estimation of diagnoses that predict probability of occurrence of the health issues to the patient based on the risk factors of the patient, prioritize the problems to a hot list based on the probability estimation of diagnoses.</p>",G16H 50/20; G06N 3/02; G16H 10/40; G16H 10/60; G16H 20/70; G16H 30/40; G16H 70/20
US278499221,15709293,19.09.2017,US,Medical protocol change in real-time imaging,"<p id=""p-0001"" num=""0000"">Methods and systems for medical diagnosis by machine learning are disclosed. Imaging data obtained from different medical techniques can be used as a training set for a machine learning method, to allow diagnosis of medical conditions in a faster a more efficient manner. A three-dimensional convolutional neural network can be employed to interpret volumetric data available from multiple scans of a patient. The imaging data can be analyzed in real-time to prescribe additional testing while the patient is still within the medical facility.</p>",A61B 5/00; G06N 3/08; G06T 7/00
US352839859,17435431,28.02.2020,US,INTERACTIVE TREATMENT PATHWAY INTERFACE FOR GUIDING DIAGNOSIS OR TREATMENT OF A MEDICAL CONDITION,"<p id=""p-0001"" num=""0000"">Systems and methods for treating a patient for a medical condition using an interactive treatment pathway interface associated with the medical condition include receiving, through an interface, patient data representing a medical status of a patient. Treatment pathway data representing a sequence of actions for a particular treatment or diagnosis of a medical condition of the patient are retrieved. The interface guides the particular treatment or diagnosis of the medical condition by a traversal of the treatment pathway. A data trace is generated from additional patient data received during the traversal. The represents the instance of the particular treatment or diagnosis of the medical condition of the patient. The data are used to affect the particular treatment or diagnosis for the medical condition to the patient and inform machine learning operations for diagnosis or treatment of the medical condition.</p>",G16H 50/20; G16H 70/20; G16H 20/00; G16H 10/60
WO2020180679,PCT/US2020/020382,28.02.2020,WO,INTERACTIVE TREATMENT PATHWAY INTERFACE FOR GUIDING DIAGNOSIS OR TREATMENT OF A MEDICAL CONDITION,"Systems and methods for treating a patient for a medical condition using an interactive treatment pathway interface associated with the medical condition include receiving, through an interface, patient data representing a medical status of a patient. Treatment pathway data representing a sequence of actions for a particular treatment or diagnosis of a medical condition of the patient are retrieved. The interface guides the particular treatment or diagnosis of the medical condition by a traversal of the treatment pathway. A data trace is generated from additional patient data received during the traversal. The represents the instance of the particular treatment or diagnosis of the medical condition of the patient. The data are used to affect the particular treatment or diagnosis for the medical condition to the patient and inform machine learning operations for diagnosis or treatment of the medical condition.",A61B 5/00; G06N 99/00; G06Q 50/00; G06Q 50/22
US400933978,17989429,17.11.2022,US,Systems and methods to measure ocular parameters and determine neurologic health status,"<p id=""p-0001"" num=""0000"">A system and/or method for diagnosing a neurologic condition. The system comprises a wearable head orientation sensor, a wearable eye imaging module, and a display with a visual target. The head orientation sensor is responsive to pitch or yaw head orientation information. The eye imaging module is configured for imaging a characteristic of the retina, sclera, cornea, limbus, or pupil to determine an eye position or eye movement. An electronic circuit in the system determines an ocular parameter measurement in response to the head orientation sensor and the eye imaging module. The neurologic condition is diagnosed in response to the ocular parameter measurement.</p>",A61B 5/00; A61B 3/11; A61B 3/113; A61B 3/14; A61B 5/11
US241915088,15957356,19.04.2018,US,Artificial intelligence for physiological quantification in medical imaging,"<p id=""p-0001"" num=""0000"">For quicker estimation of physiological parameters than using a numerical solution, a machine-learned network is applied. The PV loop may be estimated for a specific patient in real-time without invasive pressure measurements. Synthetic data instead of or in addition to actual patient examples may be used to machine train the network, providing a broader and/or controlled range of examples for more accurate estimation even in rarely occurring pathologies. The synthetic data may be generated by a generative adversarial network.</p>",G16H 30/20; G16H 10/60; G06N 3/08; G16H 50/20
US318499295,16993076,13.08.2020,US,SYSTEMS AND METHODS FOR SEPSIS DETECTION AND MONITORING,"<p id=""p-0001"" num=""0000"">The present disclosure provides systems and methods for collecting and analyzing vital sign information to predict a likelihood of a subject having a disease or disorder. In an aspect, a system for monitoring a subject may comprise: sensors comprising an electrocardiogram (ECG) sensor, which sensors are configured to acquire health data comprising vital sign measurements of the subject over a period of time; and a mobile electronic device, comprising: an electronic display; a wireless transceiver; and one or more computer processors configured to (i) receive the health data from the sensors through the wireless transceiver, (ii) process the health data using a trained algorithm to generate an output indicative of a progression or regression of a health condition of the subject over the period of time at a sensitivity of at least about 80%, and (iii) provide the output for display to the subject on the electronic display.</p>",A61B 5/00; A61B 5/0408; A61B 5/024; A61B 5/145; A61B 5/01; G06N 3/08
US131973847,14514164,14.10.2014,US,INTELLIGENT CONTINUITY OF CARE INFORMATION SYSTEM AND METHOD,"<p id=""p-0001"" num=""0000"">An intelligent continuity of care information system comprises a repository of patient data including clinical and social information associated with a plurality of patients updated and received from a plurality of clinical and social service organizations and data sources, at least one predictive model using clinical and social factors derived from the patient data to extract both explicitly encoded information and implicit information about the patient's clinical and social information, and a user interface operable to present a selected view of the patient data and analysis associated with the at least one particular patient to a user via a computing device, each view being composed of a selected collection of a plurality of widgets each presenting a focused subset of patient data and analysis.</p>",G06F 19/00; G06Q 50/00
WO2015057715,PCT/US2014/060496,14.10.2014,WO,INTELLIGENT CONTINUITY OF CARE INFORMATION SYSTEM AND METHOD,"An intelligent continuity of care information system comprises a repository of patient data including clinical and social information associated with a plurality of patients updated and received from a plurality of clinical and social service organizations and data sources, at least one predictive model using clinical and social factors derived from the patient data to extract both explicitly encoded information and implicit information about the patient's clinical and social information, and a user interface operable to present a selected view of the patient data and analysis associated with the at least one particular patient to a user via a computing device, each view being composed of a selected collection of a plurality of widgets each presenting a focused subset of patient data and analysis.",G06Q 50/00
CA164107574,2927512,14.10.2014,CA,INTELLIGENT CONTINUITY OF CARE INFORMATION SYSTEM AND METHOD,"An intelligent continuity of care information system comprises a repository of patient data including clinical and social information associated with a plurality of patients updated and received from a plurality of clinical and social service organizations and data sources, at least one predictive model using clinical and social factors derived from the patient data to extract both explicitly encoded information and implicit information about the patient's clinical and social information, and a user interface operable to present a selected view of the patient data and analysis associated with the at least one particular patient to a user via a computing device, each view being composed of a selected collection of a plurality of widgets each presenting a focused subset of patient data and analysis.",G16H 15/00; G16H 10/60; G16H 50/20; G16H 50/30; G16H 50/70
US462838594,19203907,09.05.2025,US,SYSTEM AND METHOD FOR ARTIFICIAL INTELLIGENCE-BASED DIAGNOSTIC AND/OR TREATMENT GUIDANCE FOR PATIENTS,"<p id=""p-0001"" num=""0000"">A system and method provide artificial intelligence (AI)-based diagnostic guidance for a patient. The system receives captured radiological scan images of the patient, and input components such as results of physical examination of the patient and laboratory data of the patient. The system provides patient imaging information based on the recognized patterns of the received radiological scan images and the three-dimensional reconstructed scans, identifies problems based on predetermined AI criteria and deep-learning based on patient-specific patterns, responses, and the input components, determines risk factors of the patient which cause heath issues, provides probability estimation of diagnoses that predict probability of occurrence of the health issues to the patient based on the risk factors of the patient, prioritize the problems to a hot list based on the probability estimation of diagnoses.</p>",G16H 50/20; G06N 3/02; G16H 10/40; G16H 10/60; G16H 20/70; G16H 30/40; G16H 70/20
WO2025238635,PCT/IL2025/050395,11.05.2025,WO,COMPUTERIZED SYSTEM AND METHOD FOR FULL PATIENT FLOW MANAGEMENT IN AN EMERGENCY DEPARTMENT,"Provided herein are computerized system and method for full patient flow management through an emergency department process, integrating multi-agents LLM. The system and method utilize a plurality of LLM-based agents configured to perform one or more of: extract relevant medical information and generate a summarized medical history; interactively questioning the subject regarding its medical history and regarding the main complaint(s); provide recommendations regarding various medical examinations; process the summarized medical history and the results of the recommended medical examination(s) and; provide further summary, recommendations or instructions, regarding diagnosis and a decision regarding discharge or admission of the subject.",G16H 50/80; G16H 40/20; G16H 10/60; G16H 50/20; G16H 50/30; A61B 5/00; G06N 5/04
US458058150,19031228,17.01.2025,US,TRACKING MEDICATION USAGE AND SUPPLY CHAIN EVENTS USING NETWORKED INTELLIGENT INJECTION DEVICES,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for a cloud-based medication tracking system. The system may include a plurality of intelligent injection devices across multiple healthcare facilities, each having: a barrel in fluid communication with a needle, a piston including a plunger, a microprocessor, a wireless communication module a supply chain tracking system configured to: monitor distribution of an injectable medication, verify availability of the injectable medication, track a global medication delivery pattern relating to the injectable medication, a machine learning system trained to: analyze medication usage data across healthcare entities, predict a supply chain event, optimize an inventory level, and improve a distribution datum.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458039813,19031862,18.01.2025,US,Tracking medication usage and supply chain event using networked intelligent injection devices,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for a cloud-based medication tracking system. The system may include a plurality of intelligent injection devices across multiple healthcare facilities, each having: a barrel in fluid communication with a needle, a piston including a plunger, a microprocessor, a wireless communication module a supply chain tracking system configured to: monitor distribution of an injectable medication, verify availability of the injectable medication, track a global medication delivery pattern relating to the injectable medication, a machine learning system trained to: analyze medication usage data across healthcare entities, predict a supply chain event, optimize an inventory level, and improve a distribution datum.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US339762236,16857157,23.04.2020,US,System and Method for Processing Negation Expressions in Natural Language Processing,"<p id=""p-0001"" num=""0000"">A system and method for analyzing a string of unstructured text includes parsing the string of unstructured text, recognizing at least one word in the string of unstructured text representing at least one named entity, searching for at least one word in the string of unstructured text representing a negation expression preceding the at least one named entity, searching for at least one word in the string of unstructured text representing a negation expression following the at least one named entity, and tagging the at least one named entity as at least one negative named entity in response to identifying at least one word representing a negation expression preceding or following the at least one named entity.</p>",G06F 40/295; G06F 40/205; G16H 50/30
US460156263,19033348,21.01.2025,US,VASCULAR VALVES AND SERVOVALVES - AND PROSTHETIC DISORDER RESPONSE SYSTEMS,"<p id=""p-0001"" num=""0000"">Set forth are vascular valves and servovalves and methods of using the same that may be positioned in the circulatory system without interrupting blood flow to facilitate solid organ transplantation so as to reduce graft organ anoxia and degradation before and after harvesting and storage, thereby minimizing late-term cardiac allograft vasculopathy as a major cause of graft failure. Along the urinary tract, bypassing bladder-generated urge sensation by diverting urine directly from the ureters to a neobladder or collection bag alleviates intractable incontinence, nocturia, urethral syndrome, overactive bladder, dysuria, or frequency. Where the lower tract is missing, a prosthesis can thwart disease and preclude the degenerative metaplastic transition to carcinoma risked when gut is used to construct a conduit for urine, a neobladder, and/or high-maintenance stoma. Druglines to valves and servovalves can directly pipeline-target medication to nidi, anastomoses, or any other trouble spots.</p>",A61M 1/36; A61M 39/02; A61M 39/22; G16H 40/63
EP459627993,23862968,25.08.2023,EP,RESIN COMPOSITION FOR LASER MARKING,"The present invention provides a resin composition for laser marking which has high strength and high rigidity, but still gives a character, a symbol, and the like with sharp contrast, and has excellent laser marking properties on an electrical or electronic part, a mechanical part, an automobile part, and the like. The resin composition for laser marking of the present invention contains 20 to 70 mass% of a thermoplastic resin (A), 20 to 70 mass% of glass fibers (B), and 0.1 to 10mass% of potassium titanate (C). The thermoplastic resin (A) is preferably polyamide.",C08K 7/14; B41M 5/26; C08K 3/013; C08K 3/24; C08L 77/00; C08L 101/00
US456995576,19030829,17.01.2025,US,DOSAGE MANAGEMENT AND PATIENT EDUCATION USING AN INTELLIGENT INJECTION DEVICE,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for an intelligent injection device for administering medication. The device may include a barrel in fluid contact with a needle connected with a first end of the barrel, a piston including a plunger, the piston positioned within a second end of the barrel and the plunger having a fluid-tight interaction with an interior of the barrel, a microprocessor in electronic communication with a switch and a wireless module, a sensor configured to detect an amount of injectable medication delivered through the needle, where the microprocessor may be configured to: receive sensor datum regarding the amount of injectable medication delivered through the needle, verify the injectable medication delivered conforms to a stored target dosage, which is a prescribed dosage for a recipient, and transmit administration data regarding the injectable medication delivered through the needle from the wireless module.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US296501604,16775630,29.01.2020,US,"Systems, devices, software, and methods for diagnosis of cardiac ischemia and coronary artery disease","<p id=""p-0001"" num=""0000"">Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.</p>",A61B 5/00; A61B 5/04; A61B 5/0472; A61B 5/0468; A61B 5/024; A61B 5/0265; A61B 5/02; A61B 5/046; G16H 50/20
US324123689,17129585,21.12.2020,US,"Systems, devices, software, and methods for diagnosis of cardiac ischemia and coronary artery disease","<p id=""p-0001"" num=""0000"">Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.</p>",A61B 5/243; A61B 5/024; A61B 5/0265; A61B 5/364; A61B 5/366; A61B 5/02; G16H 50/20; A61B 5/361
US380160620,17830879,02.06.2022,US,"Systems, devices, software, and methods for diagnosis of cardiac ischemia and coronary artery disease","<p id=""p-0001"" num=""0000"">Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.</p>",A61B 5/243; A61B 5/024; A61B 5/0265; A61B 5/364; A61B 5/366; A61B 5/02; G16H 50/20; A61B 5/361
US321201869,16585513,27.09.2019,US,Health simulator,"<p id=""p-0001"" num=""0000"">Embodiments of the present disclosure relate to systems, methods, and user interfaces that generates and renders virtual environments for display using a VR system (e.g., on a display of a VR headset). Virtual reality is leveraged to create immersive experiences that enables users to experience clinical processes, train staff through new protocols, and gain empathy through a variety of complex scenarios. Initially, contextual information is initially received for an event. Based on the contextual information of the event, data collections is triggered from a clinical system and an environment system for data occurring before and after the event. Utilizing the collected data, a three dimensional modeling of a timeline of event, characters associated with the event, and dialogue corresponding to the event can be recreated. After contributing factors are identified and weighted for the event, a virtual simulation of the event can be created.</p>",G06F 3/01; G06T 19/00; A61B 5/00; G06T 19/20; H04L 29/06; G16H 80/00; G16H 50/50; G06F 30/20; H04L 67/131
US426464507,18371284,21.09.2023,US,"METHODS AND SYSTEMS FOR DETERMINING ASSESSMENTS OF CARDIOVASCULAR, METABOLIC, AND RENAL SYNDROMES, DISEASES, AND DISORDERS","<p id=""p-0001"" num=""0000"">In an aspect, the present disclosure provides a method for determining an assessment of a cardiovascular, metabolic, or renal syndrome, disease, or disorder. The method comprises obtaining a dataset comprising a set of clinical health data of a subject, computer processing the dataset with a trained machine learning algorithm, and based at least in part on the computer processing, determining the assessment of the cardiovascular, metabolic, or renal syndrome, disease, or disorder over a retrospective or future period of time.</p>",G16H 50/20; G16B 20/00
US447188279,18716097,30.11.2022,US,SYSTEMS AND METHODS FOR ANALYSIS OF COMPUTED TOMOGRAPHY (CT) IMAGES,"<p id=""p-0001"" num=""0000"">Systems and methods for detecting visual findings such as visual anomaly findings in computed tomography (CT) scans. The method includes: receiving a series of anatomical images obtained from a computed tomography (CT) scan of a head of a subject; generating, using the series of anatomical images by a preprocessing layer: a spatial 3D tensor which represents a 3D spatial model of the head of the subject; generating, using the spatial 3D tensor by a convolutional neural network (CNN) model: at least one 3D feature tensor; and classifying, using at least one of the 3D feature tensors by the CNN model: each of a plurality of possible visual anomaly findings as being present versus absent, the plurality of possible visual anomaly findings having a hierarchal relationship based on a hierarchical ontology tree.</p>",G06T 7/00; G06T 17/00; G06V 10/762; G06V 10/82; G16H 30/20
WO2023097362,PCT/AU2022/051429,30.11.2022,WO,SYSTEMS AND METHODS FOR ANALYSIS OF COMPUTED TOMOGRAPHY (CT) IMAGES,"Systems and methods for detecting visual findings such as visual anomaly findings in computed tomography (CT) scans. The method includes: receiving a series of anatomical images obtained from a computed tomography (CT) scan of a head of a subject; generating, using the series of anatomical images by a preprocessing layer: a spatial 3D tensor which represents a 3D spatial model of the head of the subject; generating, using the spatial 3D tensor by a convolutional neural network (CNN) model: at least one 3D feature tensor; and classifying, using at least one of the 3D feature tensors by the CNN model: each of a plurality of possible visual anomaly findings as being present versus absent, the plurality of possible visual anomaly findings having a hierarchal relationship based on a hierarchical ontology tree.",A61B 5/00; A61B 6/00; A61B 6/03; G06F 16/36; G06T 7/00; G06T 7/11; G06T 7/136; G06V 10/44; G06V 10/764; G06V 10/778; G06V 10/82; G16H 30/40; G16H 50/20
AU430151064,2022401056,30.11.2022,AU,SYSTEMS AND METHODS FOR ANALYSIS OF COMPUTED TOMOGRAPHY (CT) IMAGES,,A61B 5/00; A61B 6/00; A61B 6/03; G06F 16/36; G06T 7/00; G06T 7/11; G06T 7/136; G06V 10/44; G06V 10/764; G06V 10/778; G06V 10/82; G16H 30/40; G16H 50/20
US390991535,17956474,29.09.2022,US,"Method, apparatus, and computer readable media for artificial intelligence-based treatment guidance for the neurologically impaired patient who may need neurosurgery","<p id=""p-0001"" num=""0000"">Method, apparatus, and computer-readable media providing medical personnel artificial intelligence (AI)-derived data regarding a patient presenting neurological indications includes a guidance server. Preferably, the guidance server receives three or more of: (i) natural language input from medical personnel, (ii) real-time vital signs telemetry data, (iii) neurosurgical treatment database information, (iv) neurosurgical treatment guideline information, (v) clinical laboratory testing results, (vi) patient historical data, and (vii) patient imaging information. An imaging post-processor receives (i) patient imaging history information, (ii) and real-time patient imaging data, and provides to the guidance server the patient imaging information. The guidance server then provides one or more alerts (or other guidance) to the medical personnel.</p>",G16H 50/20; G16H 10/40; G16H 10/60; G16H 30/40; G16H 70/20; G06N 3/02; G16H 20/70
US458058151,19031254,17.01.2025,US,VERIFICATION MODULE FOR INJECTABLE ADMINISTRATION COMPLIANCE PLATFORM,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for a platform for managing injectable medication administration verification. The platform may include: a server configured to receive administration data from an intelligent injection device, a database configured to store treatment schedules, an artificial intelligence module configured to categorize injection events based on compliance with treatment schedules, and a verification module configured to: validate authenticity of intelligent injection devices, verify user identity prior to injection administration, prevent medication errors in institutional settings, and ensure proper medication administration.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458058152,19031780,18.01.2025,US,DOSAGE MANAGEMENT AND PATIENT EDUCATION USING AN INTELLIGENT INJECTION DEVICE,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for an intelligent injection device for administering medication. The device may include a barrel in fluid contact with a needle connected with a first end of the barrel, a piston including a plunger, the piston positioned within a second end of the barrel and the plunger having a fluid-tight interaction with an interior of the barrel, a microprocessor in electronic communication with a switch and a wireless module, a sensor configured to detect an amount of injectable medication delivered through the needle, where the microprocessor may be configured to: receive sensor datum regarding the amount of injectable medication delivered through the needle, verify the injectable medication delivered conforms to a stored target dosage, which is a prescribed dosage for a recipient, and transmit administration data regarding the injectable medication delivered through the needle from the wireless module.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458039811,19031836,18.01.2025,US,PRESCRIPTION TRACKING AND VERIFICATION USING AN INTELLIGENT INJECTION DEVICE,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for verifying injectable medication administrations across a plurality of healthcare providers. An intelligent injection device may include: a barrel and needle assembly, a piston for delivering medication, a microprocessor, a wireless communication module, and an electronic health record system integration module configured to: receive patient prescription data from electronic health records, verify medication type and dosage against prescription records, transmit administration data back to health records from the intelligent injection device, and verify a continuity of care metric across a plurality of healthcare providers.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458058149,19031198,17.01.2025,US,MEDICAL WASTE MANAGEMENT USING AN INTELLIGENT INJECTION DEVICE,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for an intelligent injection device for medical waste tracking. The device may include a barrel in fluid communication with a needle connected with a first end of the barrel, a piston including a plunger, the piston positioned within a second end of the barrel, a microprocessor in electronic communication with a wireless module, a location detection system configured to: monitor a geographic location of the injection device, verify disposal at authorized medical waste facility location coordinate, transmit disposal confirmation data, record disposal location data, verify a proper medical waste disposal protocol was followed, and transmit disposal verification data to at least one healthcare entity.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458058148,19031123,17.01.2025,US,PRESCRIPTION TRACKING AND VERIFICATION USING AN INTELLIGENT INJECTION DEVICE,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for verifying injectable medication administrations across a plurality of healthcare providers. An intelligent injection device may include: a barrel and needle assembly, a piston for delivering medication, a microprocessor, a wireless communication module, and an electronic health record system integration module configured to: receive patient prescription data from electronic health records, verify medication type and dosage against prescription records, transmit administration data back to health records from the intelligent injection device, and verify a continuity of care metric across a plurality of healthcare providers.</p>",A61M 5/172; A61M 5/20; G16H 20/17
US458039812,19031854,18.01.2025,US,Medical waste management using an intelligent injection device,"<p id=""p-0001"" num=""0000"">A method, computer program product, and computer system for an intelligent injection device for medical waste tracking. The device may include a barrel in fluid communication with a needle connected with a first end of the barrel, a piston including a plunger, the piston positioned within a second end of the barrel, a microprocessor in electronic communication with a wireless module, a location detection system configured to: monitor a geographic location of the injection device, verify disposal at authorized medical waste facility location coordinate, transmit disposal confirmation data, record disposal location data, verify a proper medical waste disposal protocol was followed, and transmit disposal verification data to at least one healthcare entity.</p>",A61M 5/172; A61M 5/20; G16H 20/17
WO2020106284,PCT/US2018/062113,20.11.2018,WO,"SYSTEMS, DEVICES, SOFTWARE, AND METHODS FOR DIAGNOSIS OF CARDIAC ISCHEMIA AND CORONARY ARTERY DISEASE","Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.",A61B 5/00; A61B 5/0205; A61B 5/0245; A61B 5/0452; G06F 19/00
US432850474,18411247,12.01.2024,US,"SYSTEMS, DEVICES, SOFTWARE, AND METHODS FOR DIAGNOSIS OF CARDIAC ISCHEMIA AND CORONARY ARTERY DISEASE","<p id=""p-0001"" num=""0000"">Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.</p>",A61B 5/243; A61B 5/02; A61B 5/024; A61B 5/0265; A61B 5/361; A61B 5/364; A61B 5/366; G16H 50/20
US291518326,16197264,20.11.2018,US,"Systems, devices, software, and methods for diagnosis of cardiac ischemia and coronary artery disease","<p id=""p-0001"" num=""0000"">Described herein are methods, software, systems and devices for detecting the presence of an abnormality in an organ, tissue, body, or portion thereof of a subject by analysis of the electromagnetic fields generated by the organ, tissue, body, or portion thereof.</p>",A61B 5/00; A61B 5/04; A61B 5/0472; A61B 5/0468; A61B 5/024; A61B 5/0265; A61B 5/02; A61B 5/046; G16H 50/20
WO2025212686,PCT/US2025/022589,01.04.2025,WO,"METHOD, APPARATUS, AND COMPUTER-READABLE MEDIUM FOR GENERATING PREDICTIONS WITH A DIGITAL TWIN ARCHITECTURE","An apparatus, computer-readable medium, and method for generating predictions with a digital twin architecture, including extracting data sets corresponding to a user from data sources, generating a digital twin model corresponding to the user based on the data sets, storing intelligent agents configured to interface with the digital twin model, each intelligent agent comprising a machine learning model corresponding to a defined feature set and being trained on historical data, the machine learning model being configured to generate a prediction, applying an intelligent agent to the digital twin model based on extracting data from the digital twin model corresponding to the defined feature set of the machine learning model and applying the machine learning model to the extracted data to generate a prediction, and transmitting an output based at least in part on the generated prediction.",G06F 30/27; G06T 7/20; G06T 7/285; G16H 20/30; G16H 50/20; A61B 5/11; G16H 30/20
WO2022187099,PCT/US2022/017960,25.02.2022,WO,SYSTEMS AND METHODS FOR ANALYZING PATIENT DATA AND ALLOCATING MEDICAL RESOURCES,"Systems, apparatuses, and methods for more efficiently allocating medical equipment and other resources (such as personnel, expertise, hospital space, etc.) to patients so that the equipment and resources are available when needed and before a patient's condition becomes urgent and life threatening or reaches a stage in the progression of a disease or illness that is no longer treatable with the available resources.",A61B 5/08; A61B 5/083; A61B 5/1455; G16H 40/63
US436108199,18422311,25.01.2024,US,"METHODS, SYSTEMS, APPARATUSES, AND DEVICES FOR FACILITATING A DIAGNOSIS OF PATHOLOGIES USING A MACHINE LEARNING MODEL","<p id=""p-0001"" num=""0000"">A method for facilitating a diagnosis of pathologies using a machine learning model includes receiving a medical data from a device, analyzing the medical data using a machine learning model comprising an artificial neural network which comprises an input layer which takes medical data as inputs, a middle layer which outputs a lower dimensional abstract vector space representation for each inputs by encoding the medical data to a lower dimensional abstract vector space, and output layers which classifies the lower dimensional abstract vector space representation to outputs corresponding to assessment parameters considered in the diagnosis of the pathologies, obtaining outputs from the machine learning model for the diagnosis of pathologies based on the analyzing, generating a result based on the outputs, and storing the result and the machine learning model.</p>",G16H 50/20; G06V 10/82; G16H 30/20; G16H 30/40; G16H 70/60
US459617872,18700394,29.06.2023,US,METHOD FOR DETECTING INSULATOR FAULT OF TRANSMISSION LINE BASED ON USRNet AND IMPROVED MobileNet-SSD ALGORITHM,"<p id=""p-0001"" num=""0000"">The present disclosure provides a method for detecting an insulator fault of a transmission line based on an unfolding super-resolution network (USRNet) and an improved MobileNet-SSD algorithm, and belongs to the field of assessment on conditions of power equipment. The method includes: performing super-resolution reconstruction on an original image through a USRNet; based on a MobileNet-SSD detection model, performing clustering on a labeled box through K-means++, to generate an anchor box matching a target size of a fault of a transmission line; changing a structure of a multi-scale feature fusion module, and introducing, at a prediction end, six target detection boxes, to detect a small fault target; and optimizing overall performance of the model based on an effective intersection over union function. Based on a constructed improved MobileNet-SSD detection model, insulator recognition, positioning, and fault detection are performed on an optimized image. Therefore, fewer parameters and calculations are required.</p>",G06T 3/4053; G06V 10/22; G06V 10/80; G06V 10/82
